,ID,Name,Nationality,Club,Position,Preferred Foot,Value,Wage,Age,International Reputation,Crossing,HeadingAccuracy,Dribbling,LongPassing,BallControl,Agility,Stamina,Interceptions,Penalties,Overall
9292,157300,J. Blayac,France,GFC Ajaccio,ST,Right,300K,2000,35,1,42,72,63,49,66,66,63,27,62,66
9293,242036,M. Ljujić,Serbia,Os Belenenses,CAM,Left,850K,2000,24,1,64,61,67,63,64,76,66,59,57,66
9294,244340,R. Vodišek,Slovenia,Genoa,GK,Right,975K,1000,19,1,11,11,12,18,12,44,16,11,17,66
9295,52340,M. Marić,Switzerland,FC Lugano,RCB,Right,200K,3000,34,1,39,69,38,52,56,37,67,69,80,66
9296,163445,L. Frecklington,Republic of Ireland,Lincoln City,LCM,Right,475K,6000,32,1,64,59,60,65,66,72,78,58,67,66
9297,241781,M. Awad,Egypt,Al Wehda,GK,Right,575K,5000,25,1,10,22,25,28,20,42,37,16,14,66
9298,191861,Dong Xuesheng,China PR,Hebei China Fortune FC,ST,Right,650K,5000,29,1,50,77,57,55,54,64,71,58,55,66
9299,225654,J. Düker,Germany,SC Paderborn 07,CF,Left,875K,4000,22,1,58,62,72,37,71,65,65,25,53,66
9300,236918,A. Dreyer,Denmark,Brighton & Hove Albion,RM,Left,1.2M,9000,20,1,48,45,69,57,68,86,71,29,63,66
9301,237942,P. Estupiñán,Ecuador,RCD Mallorca,LB,Left,900K,9000,20,1,69,63,49,52,61,63,63,58,40,66
9302,211831,D. Mast,Germany,FC Würzburger Kickers,LM,Left,750K,3000,26,1,64,44,69,44,63,72,67,28,52,66
9303,234359,Andoni López,Spain,UD Almería,LB,Left,950K,5000,22,1,72,58,53,54,62,60,64,59,44,66
9304,171895,F. Canales,Mexico,Lobos BUAP,GK,Right,400K,2000,31,1,9,15,8,33,30,65,40,23,28,66
9305,239479,S. Scappini,Italy,Cittadella,RS,Right,625K,1000,30,1,39,67,64,42,67,58,55,25,69,66
9306,216184,S. Nutz,Austria,SCR Altach,CAM,Left,775K,4000,26,1,54,52,63,63,66,75,71,55,59,66
9307,218744,J. Byrne,Republic of Ireland,Shamrock Rovers,CM,Right,925K,1000,22,1,65,49,65,69,67,78,71,50,50,66
9308,230264,Dilson Calegari,Brazil,Vitória,CAM,Left,325K,4000,34,1,62,71,61,62,63,63,53,57,60,66
9309,183160,Cris,Portugal,CD Feirense,RDM,Right,200K,3000,34,1,60,66,62,63,65,70,63,66,68,66
9310,197241,K. Pannewitz,Germany,FC Carl Zeiss Jena,LDM,Right,750K,1000,26,1,51,51,65,71,72,58,30,64,53,66
9311,201081,B. Kopacz,Poland,Zagłębie Lubin,RB,Right,675K,2000,26,1,32,69,32,44,42,52,59,63,54,66
9312,156025,H. Patronen,Finland,HJK Helsinki,CB,Right,200K,1000,34,1,34,68,37,50,48,50,43,72,54,66
9313,224121,A. Capello,Italy,Padova,LS,Right,900K,8000,22,1,62,62,60,60,67,74,72,33,70,66
9314,224633,He Guan,China PR,Shanghai SIPG FC,RCB,Right,700K,4000,25,1,27,70,25,39,46,50,77,70,41,66
9315,182905,V. Skjerve,Norway,FK Haugesund,CB,Right,475K,2000,30,1,65,60,59,46,65,52,76,62,54,66
9316,190585,S. Williams,United States,LA Galaxy,RB,Right,500K,3000,28,1,66,60,61,59,59,74,72,65,50,66
9317,214906,A. Hughes,Wales,Preston North End,LB,Left,625K,4000,26,1,57,64,50,63,57,67,80,64,38,66
9318,234874,M. Jansen,Germany,SV Sandhausen,CDM,Right,700K,2000,25,1,54,56,62,66,65,65,70,60,47,66
9319,235642,R. Yates,England,Nottingham Forest,CM,Right,1.2M,10000,20,1,47,64,60,66,66,68,90,64,55,66
9320,235899,D. Zeefuik,Netherlands,FC Groningen,RB,Right,825K,2000,20,1,60,62,58,57,62,72,70,63,46,66
9321,178043,F. Della Rocca,Italy,Padova,CM,Left,600K,2000,30,1,60,55,64,62,69,70,73,62,61,66
9322,208764,Z. Alomerović,Serbia,Lechia Gdańsk,GK,Right,550K,2000,27,1,16,13,14,22,21,39,24,12,20,66
9323,216444,M. Gouaida,Tunisia,SV Sandhausen,LM,Left,775K,2000,25,1,65,40,71,50,68,79,65,24,48,66
9324,220028,S. Adekugbe,Canada,Vålerenga Fotball,LB,Left,750K,1000,23,1,62,58,63,56,65,74,84,60,32,66
9325,233084,N. Molina,Argentina,Defensa y Justicia,RB,Right,900K,4000,20,1,65,47,60,58,64,72,78,70,38,66
9326,187004,M. Maâzou,Niger,Racing Club de Lens,RM,Right,625K,4000,29,1,62,67,63,42,62,69,73,22,68,66
9327,207741,M. Lieder,Netherlands,SønderjyskE,ST,Right,675K,5000,28,1,42,64,66,44,67,73,67,18,68,66
9328,223357,W. Kaptoum,Cameroon,Real Betis,CM,Right,1.1M,5000,21,1,56,43,63,69,75,81,59,54,50,66
9329,235133,M. Finotto,Italy,Cittadella,LS,Left,875K,5000,25,1,53,65,63,40,62,68,77,18,66,66
9330,219518,P. Becker,Argentina,CD Antofagasta,RM,Right,800K,5000,25,1,65,50,65,65,66,77,46,48,55,66
9331,177278,D. Rangelov,Bulgaria,FC Energie Cottbus,LS,Right,300K,1000,35,1,54,66,65,49,66,69,55,36,70,66
9332,186494,M. Oxley,England,Southend United,GK,Right,425K,2000,27,1,13,11,15,36,24,55,30,26,13,66
9333,200319,B. Coker,England,Southend United,LB,Left,475K,3000,29,1,67,56,64,62,63,71,74,60,52,66
9334,221567,Sim Sang Min,Korea Republic,FC Seoul,LB,Left,675K,2000,25,1,64,37,67,57,65,71,72,67,39,66
9335,210304,H. Zuck,Germany,1. FC Kaiserslautern,LM,Left,675K,2000,27,1,69,49,67,53,68,82,59,27,56,66
9336,222080,H. Zapata,Colombia,La Equidad,RM,Right,1M,1000,23,1,58,46,69,55,66,80,69,43,45,66
9337,172928,C. Lines,England,Bristol Rovers,CM,Right,475K,4000,32,1,63,53,64,65,69,60,66,42,70,66
9338,190592,M. Sollbauer,Austria,Wolfsberger AC,RCB,Right,600K,4000,28,1,44,70,48,53,44,56,74,60,22,66
9339,203137,R. Jansson,Sweden,AIK,LCB,Left,675K,3000,26,1,40,64,55,62,59,54,57,65,35,66
9340,208513,A. Guido,United States,Club Tijuana,CM,Right,900K,5000,24,1,54,60,68,68,66,65,63,63,59,66
9341,212353,I. González,Mexico,Monarcas Morelia,RB,Right,625K,3000,26,1,66,63,65,63,63,68,74,64,44,66
9342,213377,H. Al Hazaa,Saudi Arabia,Ettifaq FC,ST,Right,775K,9000,26,1,33,66,59,36,66,69,79,14,61,66
9343,215169,F. Castillón,Argentina,Club Atlético Aldosivi,RM,Right,500K,4000,32,1,59,58,68,56,62,79,59,20,67,66
9344,228225,W. Harding,England,Birmingham City,RB,Right,850K,5000,21,1,57,63,59,56,64,50,75,64,42,66
9345,177793,G. Tansey,England,Aberdeen,CDM,Right,500K,3000,29,1,63,60,63,67,66,68,70,60,73,66
9346,186241,H. Ojamaa,Estonia,Miedź Legnica,LF,Right,675K,2000,27,1,55,61,64,59,65,74,85,22,57,66
9347,214914,M. Ríos,Chile,Deportes Iquique,RM,Right,325K,1000,34,1,61,47,58,62,70,54,77,43,54,66
9348,224386,M. Tévez,Argentina,Defensa y Justicia,RW,Right,1.1M,5000,21,1,60,49,69,64,68,83,73,22,56,66
9349,242050,E. Sosa,Venezuela,Columbus Crew SC,CAM,Right,950K,2000,22,1,45,37,68,56,66,78,61,27,57,66
9350,213635,T. Lapslie,England,Colchester United,LDM,Right,825K,4000,22,1,39,52,55,63,60,66,85,68,45,66
9351,226179,M. Sauer,Germany,SpVgg Greuther Fürth,RB,Right,725K,3000,24,1,70,45,67,54,65,73,73,62,42,66
9352,234371,R. Descamps,France,Clermont Foot 63,GK,Left,700K,11000,22,1,10,14,9,16,11,29,20,8,12,66
9353,239491,J. Álvarez,Argentina,Club Atlético Banfield,LM,Right,950K,4000,22,1,59,38,68,57,69,72,67,25,59,66
9354,204164,A. Ludwig,Denmark,Odense Boldklub,LCB,Left,775K,4000,25,1,57,68,55,62,60,60,74,61,37,66
9355,205956,C. Dunne,Republic of Ireland,Motherwell,LCB,Left,650K,2000,25,1,42,60,53,54,57,79,77,61,36,66
9356,214660,L. Rodríguez,Argentina,Club Atlético Tigre,LB,Left,725K,2000,24,1,74,53,68,68,67,80,67,61,44,66
9357,224388,J. Gómez,Colombia,Junior FC,CB,Right,975K,1000,22,1,25,69,56,54,58,54,66,65,33,66
9358,231044,J. Aribo,England,Charlton Athletic,LCM,Left,1.1M,3000,21,1,53,51,68,69,69,81,57,51,45,66
9359,232580,Gabriel,Brazil,LOSC Lille,CB,Left,975K,6000,20,1,38,62,39,45,43,52,65,71,40,66
9360,234372,C. Machado,Bolivia,New England Revolution,CDM,Right,575K,3000,28,1,41,53,61,63,63,63,63,64,45,66
9361,121988,L. Kruse,Germany,Eintracht Braunschweig,GK,Right,260K,2000,34,1,13,15,15,28,14,41,32,19,21,66
9362,191108,S. McConville,England,Accrington Stanley,LM,Right,625K,2000,29,1,64,32,64,60,62,73,70,42,48,66
9363,193412,D. Drocco,Argentina,Club Atlético Huracán,CM,Right,625K,5000,29,1,67,52,66,65,73,75,83,56,62,66
9364,216709,A. Sušac,Croatia,VfL Osnabrück,RCB,Right,500K,2000,29,1,30,66,40,55,43,57,66,67,47,66
9365,229509,M. Perlak,Austria,SV Mattersburg,CAM,Right,500K,6000,32,1,61,54,66,61,65,69,72,44,66,66
9366,165509,B. Clarke,Republic of Ireland,Charlton Athletic,ST,Left,625K,4000,30,1,53,58,66,34,66,89,65,25,67,66
9367,232581,Eduardo,Brazil,Kawasaki Frontale,CB,Left,625K,3000,25,1,40,66,50,48,52,41,82,66,34,66
9368,199046,K. Dawson,Republic of Ireland,Cheltenham Town,RM,Right,650K,4000,28,1,63,51,61,59,62,65,90,48,49,66
9369,220038,H. McGahey,England,Rochdale,RCB,Right,825K,2000,22,1,33,66,46,63,47,46,65,60,43,66
9370,222342,Gu Chao,China PR,Jiangsu Suning FC,GK,Right,550K,5000,28,1,11,12,16,21,16,39,35,18,23,66
9371,232070,R. Caballero,Paraguay,Rionegro Águilas,ST,Left,675K,1000,27,1,37,62,55,38,67,68,54,10,64,66
9372,236166,Ever Rodeiro,Brazil,Botafogo,CAM,Right,325K,7000,34,1,64,51,65,53,75,70,61,70,67,66
9373,246406,X. Arreaga,Ecuador,,CB,Right,0,0,23,1,23,78,25,44,31,42,77,53,34,66
9374,187014,C. Cercado,Mexico,Lobos BUAP,CB,Left,500K,3000,29,1,59,64,27,53,57,56,64,62,60,66
9375,197511,H. Al Raheb,Saudi Arabia,Al Shabab,ST,Right,350K,10000,34,1,40,66,57,31,62,68,77,35,50,66
9376,198279,C. Schuler,United States,Orlando City SC,CB,Left,475K,2000,30,1,36,66,33,51,43,33,56,65,37,66
9377,199815,S. Mantom,England,Southend United,RDM,Right,775K,3000,26,1,56,55,60,65,66,66,74,59,59,66
9378,203399,O. Bouy,Netherlands,PEC Zwolle,LCB,Left,750K,10000,25,1,65,66,67,63,68,61,62,65,49,66
9379,209287,J. Dongou Tsafack,Cameroon,CD Lugo,ST,Right,925K,3000,23,1,53,57,68,43,59,90,69,18,45,66
9380,216199,P. Mainka,Germany,1. FC Heidenheim 1846,RCB,Right,725K,3000,23,1,38,71,43,52,50,53,62,64,40,66
9381,172423,A. Kantari,Morocco,Valenciennes FC,LCB,Left,260K,2000,33,1,38,67,43,62,60,53,64,61,32,66
9382,245383,T. Mavromatis,Greece,Panathinaikos FC,LCB,Left,825K,1000,21,1,38,65,35,56,48,52,60,66,40,66
9383,224648,Li Lei,China PR,Beijing Sinobo Guoan FC,LB,Left,625K,5000,26,1,62,59,53,61,57,65,70,62,44,66
9384,236168,Raphael Doninho,Brazil,Grêmio,CAM,Right,600K,8000,30,1,67,69,67,54,64,80,67,54,68,66
9385,177544,K. Bülow,Germany,FC Hansa Rostock,LDM,Right,375K,1000,32,1,52,68,47,63,53,52,65,67,35,66
9386,199049,R. Magyar,Sweden,SpVgg Greuther Fürth,LCB,Right,600K,3000,27,1,43,70,40,50,50,58,59,57,44,66
9387,208521,F. Brillant,France,DC United,RCB,Right,260K,2000,33,1,32,65,37,52,47,45,72,66,58,66
9388,157321,K. Tamada,Japan,Nagoya Grampus,RF,Left,220K,2000,38,1,59,60,66,62,70,72,60,38,68,66
9389,223369,M. Ballmert,Germany,SV Meppen,RB,Right,675K,1000,24,1,49,47,54,59,64,82,86,65,39,66
9390,226697,M. Laínez,Mexico,Lobos BUAP,RM,Left,875K,2000,22,1,60,61,73,62,68,77,64,65,52,66
9391,207754,K. Mayi,France,Stade Brestois 29,ST,Right,850K,3000,25,1,61,61,66,34,65,79,66,18,59,66
9392,208778,N. Manfredini,Italy,Spezia,GK,Right,425K,1000,30,1,18,16,11,24,22,37,32,27,23,66
9393,232586,K. Koizumi,Japan,Kashiwa Reysol,RB,Right,750K,3000,23,1,57,53,47,56,63,64,83,62,35,66
9394,202123,C. Aneke,England,Milton Keynes Dons,ST,Right,875K,5000,24,1,61,68,66,67,68,52,63,53,60,66
9395,206219,Juan Cruz,Spain,Elche CF,LB,Left,625K,2000,25,1,67,59,57,56,64,68,72,62,48,66
9396,219531,S. Olivarez,Argentina,Belgrano de Córdoba,CB,Left,675K,4000,26,1,43,70,44,47,55,59,68,57,38,66
9397,223115,P. Gladon,Netherlands,Sint-Truidense VV,ST,Right,775K,19000,26,1,43,70,60,51,65,54,59,29,60,66
9398,232331,E. Aydoğan,Turkey,Bursaspor,CM,Left,1.4M,4000,21,1,60,58,67,64,66,75,76,55,53,66
9399,243851,V. Pule,South Africa,Orlando Pirates,LW,Left,750K,1000,26,1,55,59,75,47,63,72,54,29,63,66
9400,244363,Daniel Fuzato,Brazil,Roma,GK,Right,800K,7000,20,1,15,21,15,28,12,32,22,12,21,66
9401,211340,G. Valverde,Bolivia,,RCB,Right,0,0,28,1,64,63,57,59,62,52,85,62,37,66
9402,27532,D. de Vries,Netherlands,Celtic,GK,Right,40K,7000,37,1,13,11,14,33,23,29,30,27,12,66
9403,170636,A. Lithgow,Scotland,Livingston FC,LCB,Right,475K,2000,30,1,21,68,38,53,45,56,56,69,34,66
9404,198285,L. Nicholls,England,Milton Keynes Dons,GK,Right,625K,4000,25,1,18,15,12,33,29,42,29,9,23,66
9405,201869,R. Teibert,Canada,Vancouver Whitecaps FC,CDM,Left,700K,2000,25,1,65,49,66,67,68,71,67,62,57,66
9406,214669,M. Figueroa,Argentina,San Martin de Tucumán,ST,Right,675K,4000,28,1,68,53,66,53,67,76,67,20,49,66
9407,223885,A. Nübel,Germany,FC Schalke 04,GK,Right,925K,4000,21,1,15,13,18,18,20,34,39,20,16,66
9408,231821,Z. Al Sahafi,Saudi Arabia,Al Ittihad,CB,Right,700K,8000,24,1,54,62,52,63,59,61,71,56,50,66
9409,235149,J. Schouten,Netherlands,Excelsior,RDM,Right,900K,2000,21,1,54,57,66,69,68,65,70,58,60,66
9410,238989,R. Rep,Slovenia,TSV Hartberg,CAM,Left,650K,3000,28,1,63,39,66,59,64,56,71,22,66,66
9411,183437,M. Rubin,Italy,Foggia,LB,Left,475K,1000,30,1,68,55,49,60,58,72,87,68,45,66
9412,184461,L. Guldan,Slovakia,Zagłębie Lubin,LCB,Right,150K,2000,35,1,56,69,45,59,59,56,71,66,31,66
9413,189325,C. Telo,Sweden,Molde FK,LB,Right,500K,2000,28,1,63,37,69,62,67,85,77,68,49,66
9414,208014,M. Pearson,England,Luton Town,RCB,Right,700K,3000,24,1,55,65,52,54,54,62,71,64,51,66
9415,233870,Ricardo Alves,Portugal,CD Tondela,CB,Right,650K,2000,27,1,48,63,52,65,54,60,62,62,42,66
9416,235918,T. Paredes,Paraguay,Newell's Old Boys,CB,Right,725K,5000,25,1,24,68,25,24,46,47,61,72,34,66
9417,236174,Kauã Reisende,Brazil,Bahia,CAM,Right,700K,4000,26,1,60,55,65,43,72,58,60,22,68,66
9418,193166,L. Madrigal,Mexico,Monterrey,ST,Right,850K,13000,25,1,51,73,57,51,67,38,69,37,63,66
9419,203151,Augusto César,Brazil,Querétaro,CAM,Right,775K,3000,25,1,66,64,66,69,69,67,82,61,50,66
9420,152463,D. Holm,Norway,Vålerenga Fotball,RDM,Left,475K,2000,32,1,66,58,66,61,67,73,67,63,65,66
9421,232847,Y. Akimoto,Japan,Shonan Bellmare,GK,Right,425K,1000,30,1,11,14,11,27,20,40,44,25,12,66
9422,179855,J. Beckford,Jamaica,Bury,ST,Right,350K,5000,34,1,59,64,58,36,63,65,61,37,67,66
9423,189839,N. Crovetto,Chile,Audax Italiano,LB,Left,350K,2000,32,1,71,49,59,59,61,72,74,64,50,66
9424,232848,Y. Maruyama,Japan,Nagoya Grampus,CB,Left,500K,3000,29,1,56,66,45,65,54,71,80,63,34,66
9425,234640,B. Jatta,Gambia,Hamburger SV,LM,Right,1.1M,3000,20,1,67,40,73,48,62,68,67,22,61,66
9426,192912,G. Merebashvili,Georgia,Wisła Płock,LM,Right,575K,2000,31,1,59,55,69,65,68,82,70,34,52,66
9427,657,D. Vaughan,Wales,Notts County,CDM,Left,150K,4000,35,1,64,58,62,68,68,60,50,63,66,66
9428,225169,T. Mauricio,France,Valenciennes FC,RM,Left,875K,2000,24,1,61,43,69,59,73,78,50,24,58,66
9429,233105,K. Dougall,Australia,Barnsley,CDM,Right,650K,3000,25,1,46,60,66,62,63,64,75,62,33,66
9430,186513,D. Arreola,Mexico,Puebla FC,LCB,Left,375K,3000,32,1,65,63,64,63,67,66,73,68,60,66
9431,202131,J. Cousins,England,Queens Park Rangers,CM,Right,775K,3000,24,1,53,53,62,69,68,78,79,57,47,66
9432,214419,J. Duma,Argentina,CD Antofagasta,RW,Right,800K,1000,24,1,72,55,67,48,64,81,63,13,68,66
9433,172179,T. Spurr,England,Fleetwood Town,LB,Left,475K,4000,30,1,64,63,53,60,63,65,68,63,42,66
9434,243859,J. Martínez,Peru,CF Rayo Majadahonda,ST,Right,950K,2000,23,1,60,67,72,62,69,69,63,24,57,66
9435,205460,C. Schoppenhauer,Germany,FC St. Pauli,CB,Right,650K,5000,26,1,28,66,34,42,41,51,54,65,29,66
9436,211604,L. Roberts,England,Walsall,GK,Left,650K,2000,23,1,16,15,25,32,31,44,30,25,21,66
9437,244884,M. Pellegrini,Argentina,Estudiantes de La Plata,LM,Left,1.3M,2000,18,1,56,52,73,58,70,73,56,46,59,66
9438,144021,C. Schwegler,Switzerland,FC Luzern,RB,Right,180K,4000,34,1,62,52,61,57,64,71,75,61,25,66
9439,155541,K. Petersen,Denmark,Odense Boldklub,CB,Right,260K,4000,33,1,48,66,41,52,53,55,54,62,22,66
9440,223125,J. Vet,Netherlands,De Graafschap,CDM,Right,675K,2000,24,1,39,56,61,66,62,53,90,62,41,66
9441,232853,H. Kawano,Japan,Sagan Tosu,RM,Left,650K,2000,28,1,58,55,64,62,70,82,65,66,54,66
9442,233109,F. Stokkers,Netherlands,Fortuna Sittard,ST,Right,875K,3000,22,1,32,63,61,32,67,70,74,15,59,66
9443,235925,G. Gómez,Argentina,Racing Club,GK,Right,750K,4000,22,1,13,10,11,22,15,29,18,13,16,66
9444,193173,M. Lund,Northern Ireland,Scunthorpe United,LCM,Right,650K,4000,27,1,54,65,56,65,67,58,68,66,53,66
9445,200086,M. Jankowski,Poland,Arka Gdynia,ST,Right,650K,2000,28,1,50,65,64,61,64,76,76,49,55,66
9446,230038,A. Maisonnial,France,FC Sion,GK,Right,1M,4000,20,1,15,20,18,20,17,32,41,19,12,66
9447,232342,M. Lugo,Paraguay,Belgrano de Córdoba,RCM,Left,650K,5000,28,1,74,46,77,64,70,68,55,44,59,66
9448,232598,D. Niwa,Japan,FC Tokyo,CB,Right,375K,3000,32,1,48,68,35,29,66,47,51,66,28,66
9449,234646,C. Riegler,Austria,SKN St. Pölten,GK,Right,550K,4000,26,1,13,12,10,18,11,32,21,10,16,66
9450,235670,R. Lundqvist,Sweden,PSV,CAM,Right,1M,3000,21,1,53,47,67,62,70,71,62,31,55,66
9451,241814,S. Muniru,Ghana,Yeni Malatyaspor,CDM,Right,725K,4000,25,1,50,54,64,68,71,63,38,63,51,66
9452,182422,Zhang Lu,China PR,Tianjin Quanjian FC,GK,Right,425K,5000,30,1,15,17,17,34,22,56,37,13,19,66
9453,203415,J. Reeves,England,Bradford City,CM,Right,850K,4000,25,1,57,47,69,65,70,79,91,54,49,66
9454,161943,E. Ward,England,Notts County,LCB,Right,260K,5000,33,1,35,71,32,45,49,55,51,62,57,66
9455,202904,J. Tamm,Estonia,Sarpsborg 08 FF,LCB,Left,675K,2000,26,1,31,69,51,49,56,35,62,69,55,66
9456,212120,M. Heylen,Belgium,SV Zulte-Waregem,RCB,Right,700K,4000,24,1,46,70,36,61,58,53,65,62,42,66
9457,214680,G. Gallon,France,US Orléans Loiret Football,GK,Right,600K,2000,25,1,12,13,17,27,18,38,29,22,19,66
9458,222104,T. Adarabioyo,England,West Bromwich Albion,CB,Right,925K,6000,20,1,30,65,47,49,62,58,68,63,35,66
9459,169112,L. Martin,England,Exeter City,LM,Right,575K,4000,31,1,63,49,64,64,64,76,76,50,61,66
9460,245144,F. Ferrari,Italy,Brescia,ST,Right,875K,5000,22,1,42,77,57,35,64,49,61,32,63,66
9461,194200,Trujillo,Spain,UD Almería,CB,Right,475K,3000,30,1,34,65,38,51,57,64,60,64,34,66
9462,136601,Kim Yong Dae,Korea Republic,Ulsan Hyundai FC,GK,Right,40K,1000,38,2,13,14,11,32,24,52,22,23,19,66
9463,220569,E. Babayan,Armenia,Hobro IK,LM,Right,875K,3000,22,1,60,57,65,60,63,75,67,52,59,66
9464,243609,Diogo Santos,Portugal,Santa Clara,CDM,Right,260K,2000,33,1,36,60,49,63,57,40,72,65,36,66
9465,244377,T. Borevković,Croatia,Rio Ave FC,RCB,Right,875K,2000,21,1,31,65,41,35,44,31,64,59,44,66
9466,183449,J. Jacobson,Wales,Wycombe Wanderers,LB,Left,425K,3000,31,1,70,55,62,62,60,77,86,60,58,66
9467,199578,Benja,Spain,Elche CF,ST,Right,625K,3000,30,1,51,74,55,42,58,51,58,35,72,66
9468,220058,D. Phillips,England,Charlton Athletic,GK,Right,750K,3000,23,1,19,12,21,18,27,30,38,14,27,66
9469,232090,G. Aburjania,Georgia,CD Lugo,CDM,Right,775K,4000,23,1,59,56,66,65,70,58,60,66,49,66
9470,233114,J. Riley,England,Bradford City,RB,Right,850K,3000,21,1,67,61,69,56,65,64,72,60,42,66
9471,240282,A. Matějů,Czech Republic,Brescia,RB,Right,750K,10000,22,1,63,53,63,52,66,70,71,62,46,66
9472,191130,Filipe Brigues,Portugal,GD Chaves,RB,Right,525K,3000,27,1,63,53,64,55,63,64,78,63,43,66
9473,199323,J. Zelený,Czech Republic,SK Slavia Praha,LB,Left,675K,1000,25,1,62,69,59,55,60,55,62,66,46,66
9474,215195,S. Svendsen,Norway,Hammarby IF,ST,Right,1M,2000,20,1,59,59,65,54,66,77,76,33,59,66
9475,225435,J. Moreno,Colombia,Once Caldas,CB,Left,975K,1000,21,1,30,65,35,34,50,43,62,63,34,66
9476,239259,R. Bushiri,Belgium,KAS Eupen,CB,Right,1.2M,2000,18,1,24,66,32,37,52,43,62,60,36,66
9477,245403,H. Rivero,Argentina,Deportivo Pasto,ST,Right,825K,1000,25,1,25,66,60,29,63,55,64,21,62,66
9478,190619,M. Grella,United States,Columbus Crew SC,LM,Right,575K,3000,31,1,61,50,76,40,68,69,56,50,65,66
9479,205724,I. Lanni,Italy,Ascoli,GK,Right,525K,1000,28,1,15,18,12,26,18,60,41,13,18,66
9480,206492,A. Sané,Senegal,FC Sochaux-Montbéliard,ST,Right,825K,3000,25,1,64,59,67,52,65,63,64,19,65,66
9481,214172,F. Castillo,Colombia,Jaguares de Córdoba,LB,Left,500K,1000,28,1,67,52,58,52,61,71,77,67,37,66
9482,215196,M. Galmarini,Argentina,Club Atlético Tigre,RM,Right,70K,3000,36,1,68,60,67,66,70,68,73,61,61,66
9483,215708,A. Monfray,France,US Orléans Loiret Football,RB,Right,525K,2000,27,1,61,59,50,65,57,70,82,64,36,66
9484,176540,B. Castillo,Colombia,Atlético Huila,GK,Right,40K,1000,40,1,12,20,16,21,23,37,30,21,24,66
9485,244892,S. Diop,France,AS Monaco,CAM,Right,1.5M,8000,18,1,56,39,69,59,68,82,47,32,55,66
9486,224669,Yin Hongbo,China PR,Hebei China Fortune FC,RM,Left,650K,5000,28,1,65,47,66,65,65,69,67,52,45,66
9487,181149,A. Hainault,Canada,1. FC Kaiserslautern,LCB,Right,375K,2000,32,1,55,67,47,45,48,56,55,63,58,66
9488,202654,D. Čotra,Serbia,Śląsk Wrocław,LB,Left,250K,2000,33,1,66,62,51,41,59,73,83,72,34,66
9489,217758,C. Washington,Northern Ireland,Sheffield United,ST,Right,825K,5000,26,1,49,52,60,48,66,75,83,32,61,66
9490,177310,F. Nimani,France,Neuchâtel Xamax,ST,Left,650K,3000,29,1,57,68,58,40,62,57,49,23,66,66
9491,213407,M. Macey,England,Plymouth Argyle,GK,Right,700K,14000,23,1,18,16,16,24,19,37,33,15,22,66
9492,152735,M. Doyle,Republic of Ireland,Coventry City,LDM,Left,90K,2000,36,1,58,58,52,62,53,59,83,65,54,66
9493,236703,D. Raum,Germany,SpVgg Greuther Fürth,LM,Left,1.1M,2000,20,1,64,39,67,53,66,73,69,24,49,66
9494,238495,V. Retamal,Chile,Unión La Calera,RB,Right,825K,1000,20,1,62,63,64,63,65,64,65,64,41,66
9495,241823,A. Cruz,Mexico,Lobos BUAP,LB,Left,975K,2000,20,1,62,64,60,63,67,55,69,63,42,66
9496,189343,M. Bruscagin,Italy,Venezia FC,CB,Right,525K,2000,28,1,50,70,49,53,55,73,63,60,22,66
9497,213152,C. Morris,England,Norwich City,ST,Right,950K,8000,22,1,36,63,61,45,68,66,63,39,64,66
9498,212385,A. Syhre,Germany,FC Würzburger Kickers,CB,Right,750K,2000,23,1,23,63,24,29,38,56,63,64,36,66
9499,214177,L. Paz,Colombia,Deportes Tolima,CDM,Right,500K,1000,29,1,44,61,58,73,66,69,76,66,61,66
9500,215969,L. Dos Santos,France,Valenciennes FC,LB,Right,675K,2000,25,1,67,57,64,70,65,63,57,62,48,66
9501,156321,A. Akinfenwa,England,Wycombe Wanderers,LS,Right,230K,2000,36,1,39,71,52,47,69,35,77,17,66,66
9502,221857,Jin Jingdao,China PR,Shandong Luneng TaiShan FC,RM,Right,750K,6000,26,1,54,55,69,65,64,70,70,63,54,66
9503,223137,F. Bonazzoli,Italy,Padova,RS,Left,975K,8000,21,1,49,68,63,43,68,68,59,26,60,66
9504,229793,B. Tetteh,Ghana,Sparta Praha,LS,Right,1.1M,1000,20,1,43,64,68,47,72,67,65,19,63,66
9505,230561,J. Grot,Netherlands,VVV-Venlo,LW,Right,1M,10000,20,1,55,60,63,45,59,45,70,35,40,66
9506,232609,G. Notsuda,Japan,Vegalta Sendai,RF,Left,850K,3000,24,1,62,38,61,57,60,88,86,31,43,66
9507,235425,D. Jones,United States,Philadelphia Union,CDM,Left,975K,2000,21,1,47,61,60,62,62,56,77,67,66,66
9508,237217,N. Hansen,Denmark,Columbus Crew SC,RM,Right,850K,2000,23,1,59,58,65,48,66,69,65,43,59,66
9509,186529,T. Beltran,United States,Real Salt Lake,RB,Right,475K,2000,30,1,61,57,69,57,61,62,60,66,48,66
9510,189345,D. Peitz,Germany,Holstein Kiel,CDM,Left,260K,4000,33,1,37,76,34,57,48,30,67,70,48,66
9511,211618,D. Starkl,Austria,FC Admira Wacker Mödling,LM,Right,825K,4000,24,1,66,53,67,47,68,80,54,23,61,66
